sampleNumber,m_r,m_g,m_b,n_x,n_y,n_z,l_x,l_y,l_z,i_d,d_r,d_g,d_b,i_a,a_r,a_g,a_b,v_r,v_g,v_b
132,0.904382,0.455061,0.658121,0.426897,0.629484,-0.649238,-0.028240,0.320119,-0.946956,9.470154,0.631165,0.666520,0.168710,0.193061,0.307136,0.741581,0.855214,0.890196,0.662745,0.552941
133,0.177477,0.203803,0.410650,0.586474,0.601424,-0.542528,-0.534130,-0.177161,-0.826631,126.036500,0.320112,0.795028,0.957509,1.305048,0.080026,0.207526,0.966979,0.286275,0.427451,0.733333
134,0.146417,0.328392,0.541372,-0.127009,-0.039401,-0.991119,-0.337839,-0.469658,-0.815651,3.881900,0.970000,0.345497,0.306965,1.423792,0.041816,0.234160,0.642822,0.392157,0.454902,0.698039
135,0.595747,0.911102,0.252778,-0.263088,0.445500,-0.855754,0.120517,-0.002249,-0.992709,0.674245,0.022691,0.186802,0.548391,0.866434,0.204328,0.436517,0.135674,0.498039,0.737255,0.321569
136,0.575195,0.773504,0.034669,-0.158420,0.284423,-0.945519,0.121341,-0.591189,-0.797353,39.918250,0.368816,0.136763,0.460592,0.148019,0.913671,0.671437,0.352600,0.713726,0.600000,0.258824
137,0.932986,0.893578,0.464187,0.251895,-0.040886,-0.966891,0.670674,-0.497948,-0.549767,13.452920,0.119724,0.148370,0.491638,0.366173,0.008896,0.311562,0.008913,0.458824,0.611765,0.588235
138,0.441216,0.812801,0.250013,0.525763,0.063782,-0.848237,-0.549648,-0.098143,-0.829611,2.488651,0.750003,0.486941,0.577634,0.233770,0.894654,0.180380,0.149602,0.505882,0.517647,0.298039
139,0.371449,0.662317,0.017535,0.577256,0.518878,-0.630509,0.398112,0.339597,-0.852162,2.382957,0.730766,0.242061,0.773665,0.480140,0.882293,0.884579,0.471647,0.556863,0.650980,0.188235
140,0.684364,0.956968,0.819034,-0.532934,-0.630283,-0.564557,0.454588,0.456415,-0.764876,Infinity,0.656079,0.380103,0.282796,1.077183,0.944284,0.680719,0.676016,0.796079,0.874510,0.803922
141,0.693182,0.442396,0.006886,-0.768302,0.269764,-0.580465,0.253177,-0.670720,-0.697164,20.943310,0.506621,0.921685,0.133422,0.970531,0.085023,0.931316,0.454314,0.486275,0.643137,0.188235
142,0.186392,0.151213,0.790444,-0.225701,0.127670,-0.965795,-0.434998,-0.241943,-0.867318,0.176907,0.173379,0.575068,0.757499,0.088578,0.349125,0.434808,0.020450,0.184314,0.188235,0.376471
143,0.363468,0.758879,0.438545,0.045921,-0.144598,-0.988424,0.289326,-0.267170,-0.919190,1.232217,0.620627,0.471803,0.154894,0.081659,0.307813,0.232070,0.754132,0.376471,0.482353,0.337255
144,0.547503,0.836184,0.676186,-0.275690,-0.030849,-0.960752,0.293715,0.232924,-0.927080,0.910863,0.168415,0.896784,0.483201,0.069695,0.892894,0.451575,0.553140,0.380392,0.619608,0.447059
145,0.026495,0.345852,0.585004,0.157310,-0.640274,-0.751867,0.501711,0.411642,-0.760813,3.254870,0.923178,0.362644,0.745558,2.463831,0.521651,0.636854,0.614513,0.274510,0.635294,0.819608
146,0.590951,0.452606,0.076222,0.048107,-0.008367,-0.998807,-0.001430,-0.144007,-0.989576,1.036638,0.936458,0.623746,0.279088,2.908400,0.516823,0.051968,0.320660,0.835294,0.474510,0.298039
147,0.355565,0.467600,0.395270,-0.016627,0.057930,-0.998182,0.121907,-0.426917,-0.896036,3.786559,0.859620,0.127682,0.786485,0.169468,0.213101,0.878757,0.282361,0.537255,0.431373,0.541177
148,0.294594,0.017360,0.045540,-0.435408,-0.358778,-0.825650,-0.807526,0.269441,-0.524694,7.965463,0.705204,0.309888,0.938792,2.653063,0.020013,0.747113,0.319194,0.505882,0.243137,0.317647
149,0.707544,0.811835,0.979296,0.058856,0.190522,-0.979917,0.805234,0.142352,-0.575617,0.753448,0.680547,0.495285,0.365500,0.446549,0.968414,0.663914,0.453658,0.690196,0.670588,0.670588
150,0.635154,0.897167,0.764710,0.053891,-0.136911,-0.989116,-0.427434,0.114105,-0.896817,0.279042,0.219711,0.665545,0.981286,0.104610,0.984319,0.389634,0.160968,0.454902,0.498039,0.478431
151,0.683024,0.877868,0.422031,-0.110013,-0.766150,-0.633176,0.010072,0.006406,-0.999929,2.958344,0.760493,0.333740,0.762769,0.909525,0.906670,0.817240,0.680032,0.811765,0.850981,0.615686
152,0.593043,0.552184,0.626503,-0.053969,0.643242,-0.763759,-0.329293,-0.422336,-0.844511,4.618443,0.870516,0.879639,0.764884,0.264329,0.248570,0.861598,0.627112,0.623529,0.647059,0.639216
153,0.410165,0.598934,0.309001,-0.114651,0.237495,-0.964599,0.004372,0.024636,-0.999687,2.548958,0.726974,0.672516,0.446087,0.742602,0.581354,0.491470,0.757690,0.588235,0.678431,0.494118
154,0.803726,0.287701,0.830684,-0.032050,-0.060209,-0.997671,-0.124960,0.288683,-0.949235,49.253890,0.254156,0.035012,0.318241,0.290148,0.254466,0.262515,0.621543,0.823530,0.313726,0.933333
155,0.966576,0.510305,0.798669,-0.312431,0.417222,-0.853412,0.051757,0.029613,-0.998221,2.799618,0.089320,0.002257,0.484333,0.719447,0.707942,0.947018,0.660421,0.811765,0.627451,0.764706
156,0.632351,0.442926,0.605651,0.391706,-0.697060,-0.600562,-0.028386,0.021948,-0.999356,11.762440,0.390275,0.170117,0.143418,0.543118,0.800123,0.162014,0.932340,0.705882,0.403922,0.647059
157,0.739870,0.843234,0.540613,0.263852,0.799774,-0.539206,-0.081453,-0.173321,-0.981491,11.211770,0.343256,0.152238,0.243178,0.401361,0.707887,0.555338,0.098561,0.670588,0.639216,0.415686
158,0.241871,0.102671,0.351407,0.019474,0.146953,-0.988952,0.203105,-0.788128,-0.581036,21.286330,0.351553,0.095835,0.550276,1.015452,0.031551,0.686331,0.064027,0.376471,0.309804,0.552941
159,0.193738,0.688047,0.449062,-0.154162,0.214598,-0.964460,-0.670674,0.295597,-0.680308,13.365010,0.238487,0.627913,0.312181,0.247535,0.276718,0.108509,0.451590,0.305882,0.835294,0.517647
160,0.741658,0.082256,0.213109,-0.195889,0.836516,-0.511732,0.297851,-0.405876,-0.864031,352.056800,0.221787,0.497413,0.123565,0.207845,0.169760,0.785942,0.000037,0.584314,0.325490,0.227451
161,0.538125,0.599073,0.234305,0.020551,0.036413,-0.999126,-0.806539,0.226525,-0.546060,1.634284,0.307538,0.470987,0.087483,0.941195,0.903959,0.380816,0.469660,0.678431,0.603922,0.388235
162,0.856404,0.771098,0.501503,0.014147,0.090847,-0.995764,0.574775,0.297275,-0.762405,8.569976,0.188257,0.096807,0.474977,0.348426,0.055463,0.264262,0.561647,0.505882,0.513726,0.607843
163,0.095090,0.236851,0.114606,0.109507,-0.098984,-0.989045,-0.546570,0.178110,-0.818253,7.255479,0.654460,0.895168,0.758700,0.387328,0.835858,0.884845,0.563719,0.321569,0.533333,0.356863
164,0.016346,0.157950,0.654595,-0.150832,-0.759509,-0.632769,-0.137499,-0.401371,-0.905536,0.027901,0.207936,0.979074,0.018546,0.110127,0.542021,0.769168,0.300849,0.145098,0.219608,0.349020
165,0.799990,0.401541,0.610062,-0.414520,-0.706046,-0.574171,0.843099,0.075841,-0.532384,Infinity,0.179833,0.332824,0.654046,0.454465,0.949067,0.332121,0.588247,0.709804,0.396079,0.552941
166,0.690691,0.069109,0.393055,-0.020380,-0.015852,-0.999667,0.139694,-0.305837,-0.941780,4.920781,0.234462,0.120953,0.643008,0.145130,0.757605,0.309416,0.891339,0.537255,0.160784,0.545098
167,0.422056,0.218537,0.827054,-0.179437,-0.143584,-0.973235,-0.101517,-0.360400,-0.927257,5.339516,0.600263,0.475384,0.188443,0.017165,0.911588,0.530321,0.512653,0.541177,0.352941,0.450980
168,0.015568,0.606577,0.590746,0.312517,0.417726,-0.853134,-0.107879,0.568999,-0.815232,3.453815,0.182069,0.116945,0.794752,0.260994,0.449617,0.132070,0.810358,0.149020,0.368628,0.698039
169,0.216232,0.978049,0.086291,0.001327,0.439270,-0.898354,0.409573,-0.624622,-0.664904,2.454295,0.845820,0.756794,0.893154,0.766056,0.396144,0.217460,0.990125,0.384314,0.721569,0.309804
170,0.548125,0.017888,0.221677,-0.490171,-0.333302,-0.805383,-0.040132,-0.134644,-0.990081,6.798283,0.786106,0.342574,0.465895,0.567100,0.381990,0.892977,0.435404,0.749020,0.188235,0.403922
171,0.304679,0.209065,0.034306,0.187016,-0.351311,-0.917391,-0.169891,0.024967,-0.985147,2.876462,0.104844,0.942978,0.209941,2.604940,0.884312,0.819080,0.909530,0.647059,0.568628,0.298039
172,0.941721,0.216247,0.045061,0.067592,-0.060026,-0.995906,0.367415,-0.205478,-0.907075,0.230863,0.954803,0.240164,0.297374,0.005605,0.333180,0.312397,0.672621,0.498039,0.149020,0.141177
173,0.011576,0.504327,0.266265,0.720347,-0.255187,-0.644965,0.035945,0.525055,-0.850309,13.000340,0.681919,0.764986,0.652224,1.674853,0.495432,0.431602,0.743272,0.223529,0.764706,0.580392
174,0.254716,0.655097,0.006726,0.074339,0.044563,-0.996237,0.176747,-0.761993,-0.622998,2.191955,0.182096,0.104260,0.989478,0.207072,0.778881,0.708996,0.062279,0.325490,0.505882,0.149020
175,0.462581,0.431507,0.233297,-0.032227,0.018743,-0.999305,0.551219,0.104869,-0.827744,3.846276,0.804729,0.405859,0.164773,1.409555,0.623535,0.780079,0.203017,0.713726,0.658824,0.352941
176,0.625941,0.900987,0.119786,-0.160426,-0.119971,-0.979730,0.084257,-0.122948,-0.988830,1.264696,0.061382,0.948509,0.477028,0.394964,0.258846,0.984433,0.837708,0.450980,0.847059,0.282353
177,0.946174,0.598263,0.377226,-0.620276,-0.299938,-0.724772,-0.264419,0.224801,-0.937842,2.410333,0.255601,0.160186,0.153153,0.562395,0.223306,0.869280,0.472210,0.615686,0.635294,0.435294
178,0.787320,0.835120,0.229969,0.025497,-0.051917,-0.998326,0.044908,0.474736,-0.878982,4.425881,0.881569,0.927467,0.074891,1.289994,0.122298,0.240639,0.342265,0.858824,0.925490,0.384314
179,0.223588,0.243318,0.281056,-0.547079,-0.336105,-0.766641,0.163857,-0.365686,-0.916201,0.808776,0.717902,0.288878,0.290879,0.016062,0.130659,0.561247,0.109291,0.258824,0.184314,0.180392
180,0.472480,0.407035,0.472975,0.255986,0.219756,-0.941371,0.118306,-0.033903,-0.992398,3.543384,0.420501,0.626657,0.129392,2.831582,0.745140,0.772497,0.756198,0.788235,0.756863,0.776471
181,0.881896,0.838648,0.477224,-0.058002,0.192410,-0.979599,0.249639,-0.081576,-0.964897,16.884730,0.072735,0.138201,0.529289,0.218473,0.640496,0.319337,0.697716,0.607843,0.576471,0.709804
182,0.680501,0.922448,0.009349,-0.338279,0.785666,-0.517973,-0.639383,-0.461885,-0.614697,0.201861,0.118146,0.889900,0.338185,0.355748,0.141982,0.033198,0.253518,0.396079,0.376471,0.156863
183,0.520435,0.909554,0.369532,-0.650851,0.396737,-0.647297,-0.118791,0.282981,-0.951741,0.332029,0.906782,0.554905,0.983105,0.445140,0.081844,0.594396,0.873684,0.411765,0.690196,0.494118
184,0.424942,0.329889,0.278975,0.015010,-0.036851,-0.999208,0.114537,-0.058265,-0.991709,14.177100,0.264996,0.405474,0.133634,2.263286,0.007838,0.727702,0.159855,0.466667,0.666667,0.419608
185,0.863541,0.589300,0.442401,-0.033349,-0.695655,-0.717602,-0.047216,0.490494,-0.870165,0.256096,0.755477,0.582035,0.597822,0.343032,0.180451,0.668610,0.338909,0.494118,0.529412,0.388235
186,0.050618,0.126269,0.798863,-0.735134,-0.184202,-0.652416,-0.126450,-0.622307,-0.772492,1.601766,0.612332,0.468510,0.793327,0.761499,0.241002,0.470341,0.850242,0.196078,0.298039,0.819608
187,0.115111,0.642966,0.847385,0.286004,0.523739,-0.802434,0.563145,0.074225,-0.823018,0.429534,0.015035,0.852740,0.274132,1.288624,0.759161,0.063606,0.533758,0.349020,0.509804,0.803922
188,0.524019,0.029815,0.950752,0.280219,0.117920,-0.952666,0.016205,0.062114,-0.997938,3.319619,0.034860,0.908377,0.574711,0.139487,0.848030,0.267033,0.532314,0.427451,0.219608,0.737255
189,0.883995,0.578366,0.342042,-0.102016,0.453639,-0.885327,-0.278613,-0.620556,-0.732997,1.094040,0.803312,0.290736,0.286546,0.081653,0.016609,0.648670,0.789790,0.513726,0.380392,0.301961
190,0.898971,0.166416,0.297585,0.101180,-0.157741,-0.982283,0.039086,-0.045189,-0.998214,1.461924,0.755300,0.121995,0.744620,0.839157,0.578957,0.392867,0.859709,0.843137,0.313726,0.521569
191,0.335737,0.561402,0.136792,-0.819887,0.084989,-0.566183,0.091181,0.290512,-0.952517,5.102852,0.548911,0.748508,0.379977,2.341175,0.459463,0.737134,0.547799,0.596079,0.850981,0.411765
192,0.720709,0.103040,0.275750,-0.597077,-0.233858,-0.767339,-0.011867,-0.038305,-0.999196,0.465671,0.960668,0.773207,0.365195,0.089866,0.235836,0.061056,0.832145,0.509804,0.172549,0.286275
193,0.766664,0.821695,0.048372,0.305950,0.560181,-0.769800,0.098340,0.741247,-0.663990,0.129613,0.500463,0.777182,0.347628,0.001474,0.287380,0.413956,0.575434,0.278431,0.364706,0.137255
194,0.917148,0.685496,0.209786,-0.414719,0.385157,-0.824417,0.543523,0.328490,-0.772449,12.483950,0.590502,0.665664,0.497091,0.414986,0.446383,0.857960,0.524788,0.878431,0.823530,0.411765
195,0.975767,0.640304,0.717218,-0.612384,0.255008,-0.748303,0.162141,0.190244,-0.968255,3.955046,0.954797,0.899940,0.647017,1.021551,0.154168,0.462396,0.088474,0.925490,0.788235,0.654902
196,0.523895,0.027819,0.223519,-0.531680,-0.192097,-0.824873,-0.017972,0.006385,-0.999818,10.379870,0.657693,0.744247,0.013097,0.351780,0.982654,0.021211,0.329727,0.749020,0.247059,0.278431
197,0.930960,0.742086,0.531061,-0.575524,0.529212,-0.623464,0.355685,0.127625,-0.925851,0.863883,0.744174,0.049406,0.937060,0.382360,0.727337,0.293355,0.706453,0.725490,0.501961,0.552941
198,0.406462,0.895452,0.452654,-0.172228,-0.784472,-0.595770,0.118469,0.549812,-0.826845,77.253560,0.718130,0.388019,0.681670,0.219052,0.983416,0.722206,0.946338,0.576471,0.690196,0.588235
199,0.148466,0.051663,0.761802,-0.745293,-0.227974,-0.626551,0.218373,0.317637,-0.922724,0.006873,0.492388,0.653582,0.610397,0.462676,0.396710,0.790423,0.029569,0.262745,0.219608,0.305882
200,0.497773,0.128640,0.221103,-0.495105,-0.377814,-0.782386,-0.042253,0.275020,-0.960510,13.810110,0.420934,0.067277,0.250759,0.544691,0.637671,0.008560,0.091783,0.639216,0.156863,0.313726
201,0.875412,0.675997,0.727341,-0.106491,-0.610740,-0.784638,-0.047772,-0.471671,-0.880479,2.711492,0.099575,0.638119,0.087085,0.023520,0.482949,0.071926,0.345268,0.364706,0.607843,0.305882
202,0.377959,0.314435,0.311289,0.240032,0.487276,-0.839611,0.482466,0.447654,-0.752883,6.425062,0.570802,0.903274,0.675875,0.800965,0.108696,0.802029,0.231095,0.537255,0.647059,0.537255
203,0.581972,0.565589,0.092646,-0.415883,0.067962,-0.906875,0.691042,0.124768,-0.711965,15.130280,0.095927,0.974647,0.627051,0.152915,0.258382,0.012621,0.600885,0.376471,0.807843,0.298039
204,0.747452,0.872253,0.657653,-0.664827,-0.239222,-0.707657,-0.673580,0.047537,-0.737584,0.734716,0.611038,0.679579,0.883328,0.040889,0.648467,0.037853,0.729018,0.494118,0.529412,0.537255
205,0.240903,0.205225,0.751974,0.781325,-0.287982,-0.553712,0.044391,0.019961,-0.998815,0.563988,0.591167,0.968446,0.118904,0.091305,0.043186,0.746431,0.600790,0.207843,0.286275,0.423529
206,0.898309,0.837558,0.715121,0.615889,-0.557671,-0.556492,-0.277380,0.568703,-0.774362,Infinity,0.880868,0.905126,0.968011,1.040805,0.446903,0.169747,0.839615,0.203922,0.278431,0.411765
207,0.402714,0.817704,0.984215,-0.197486,0.146222,-0.969339,0.288534,-0.006155,-0.957450,0.371227,0.923599,0.615840,0.975766,4.871330,0.075856,0.219019,0.177556,0.509804,0.878431,0.933333
208,0.857900,0.885784,0.615908,-0.389450,0.013010,-0.920956,-0.647342,-0.071707,-0.758819,4.605293,0.828705,0.173986,0.687566,0.253539,0.251198,0.873987,0.889506,0.882353,0.662745,0.721569
209,0.126985,0.520501,0.989264,-0.269953,-0.718941,-0.640507,0.411862,0.334194,-0.847753,19.756330,0.152415,0.686185,0.229540,0.963514,0.294377,0.610376,0.740209,0.278431,0.709804,0.890196
210,0.543663,0.213672,0.451978,0.146956,0.167405,-0.974874,0.230697,-0.459968,-0.857443,6.127233,0.946786,0.979007,0.455595,0.101923,0.770488,0.800530,0.310533,0.764706,0.505882,0.486275
211,0.049699,0.745104,0.489547,-0.000915,-0.001711,-0.999998,0.155758,0.107729,-0.981903,2.296441,0.238447,0.546688,0.543996,1.104833,0.559562,0.825633,0.335702,0.235294,0.835294,0.580392
212,0.756084,0.359879,0.264273,-0.600191,-0.356433,-0.716049,0.009352,-0.001544,-0.999955,0.335277,0.832367,0.694105,0.322347,1.055607,0.050572,0.951497,0.515540,0.498039,0.584314,0.435294
213,0.111579,0.150501,0.100416,0.763386,0.393341,-0.512372,0.708311,-0.435437,-0.555598,9.573733,0.669306,0.938594,0.019593,3.095591,0.055430,0.774958,0.106099,0.349020,0.552941,0.270588
214,0.487239,0.410012,0.869266,-0.198788,0.045923,-0.978966,-0.103916,-0.274647,-0.955913,0.110559,0.927592,0.472493,0.519871,0.379064,0.613582,0.856531,0.905392,0.494118,0.478431,0.701961
215,0.964052,0.304876,0.035864,0.599142,-0.001346,-0.800642,0.689068,0.127296,-0.713430,1.752279,0.382713,0.423867,0.442153,0.291767,0.785253,0.603385,0.541895,0.713726,0.388235,0.184314
216,0.645808,0.205542,0.902650,-0.024889,0.393487,-0.918993,-0.635715,-0.243123,-0.732638,3.051896,0.390975,0.957786,0.293120,0.588062,0.489195,0.731102,0.935771,0.611765,0.443137,0.803922
217,0.427166,0.382600,0.574894,-0.100281,-0.175355,-0.979385,-0.395759,-0.412819,-0.820338,2.846734,0.064296,0.255343,0.783407,0.937735,0.028068,0.906120,0.697338,0.278431,0.580392,0.737255
218,0.770314,0.662467,0.168864,-0.342405,0.624700,-0.701790,0.508870,-0.535396,-0.674094,Infinity,0.023777,0.103597,0.140301,0.298488,0.369663,0.918698,0.915835,0.262745,0.552941,0.713726
219,0.183818,0.023872,0.970860,0.007717,-0.107150,-0.994213,-0.590457,0.213254,-0.778385,0.006479,0.339887,0.977151,0.305952,0.833334,0.064834,0.502778,0.687948,0.203922,0.176471,0.827451
220,0.352883,0.160575,0.741286,0.098331,0.669865,-0.735943,-0.864400,0.036492,-0.501479,2.543114,0.581044,0.669321,0.773661,1.386852,0.148397,0.380485,0.203993,0.427451,0.360784,0.674510
221,0.184567,0.137613,0.702171,0.130710,0.755368,-0.642133,0.321723,0.124543,-0.938607,2.550951,0.503526,0.802823,0.875432,0.436475,0.304344,0.916582,0.453672,0.309804,0.352941,0.721569
222,0.148833,0.662147,0.784627,0.482381,0.181575,-0.856936,-0.703564,0.413373,-0.578031,12.092050,0.769153,0.242920,0.752905,3.316195,0.148484,0.145591,0.109166,0.388235,0.670588,0.803922
223,0.720660,0.510218,0.986291,-0.219874,0.817641,-0.532089,-0.218205,0.752838,-0.620984,1.105308,0.568977,0.909989,0.215916,0.696675,0.980960,0.110703,0.481674,0.764706,0.541177,0.745098
224,0.305802,0.509823,0.926000,-0.106331,-0.109638,-0.988268,0.104561,0.406613,-0.907597,2.842031,0.612202,0.188749,0.509474,0.681931,0.033128,0.434124,0.350548,0.396079,0.529412,0.745098
225,0.471115,0.485732,0.595929,-0.144735,0.536839,-0.831178,0.251627,-0.298309,-0.920704,5.863596,0.809717,0.698062,0.002401,0.658811,0.691455,0.033991,0.581233,0.674510,0.568628,0.596079
226,0.157686,0.547157,0.598651,0.225416,-0.063653,-0.972181,-0.564347,0.311424,-0.764544,9.427929,0.484680,0.537435,0.362296,2.526422,0.362653,0.571859,0.065558,0.419608,0.815686,0.580392
227,0.632214,0.555246,0.279695,-0.046387,-0.224273,-0.973422,0.745602,0.263134,-0.612241,0.687211,0.980043,0.258617,0.626693,0.893573,0.848524,0.610458,0.224993,0.733333,0.623529,0.360784
228,0.492707,0.341493,0.024497,-0.353020,-0.280379,-0.892617,0.199488,-0.222879,-0.954217,0.679784,0.315051,0.720980,0.283898,0.479926,0.594588,0.456315,0.260293,0.509804,0.427451,0.152941
229,0.356792,0.725740,0.890633,-0.113686,0.107634,-0.987669,-0.224351,-0.004818,-0.974496,0.989902,0.781094,0.187318,0.240835,1.293603,0.659567,0.892203,0.678731,0.580392,0.839216,0.874510
230,0.421078,0.625425,0.476882,-0.446080,0.668272,-0.595337,0.496368,0.493362,-0.714292,9.552110,0.677219,0.186623,0.142960,1.745959,0.572320,0.533729,0.001064,0.701961,0.749020,0.298039
231,0.932572,0.512597,0.011281,0.759717,-0.004986,-0.650235,-0.118423,-0.416215,-0.901521,8.250708,0.608220,0.065973,0.019859,0.398390,0.287616,0.553124,0.920936,0.803922,0.490196,0.168628
232,0.839239,0.462407,0.060104,-0.400411,0.614436,-0.679808,0.184491,0.630846,-0.753656,0.235118,0.420972,0.963359,0.943829,0.905713,0.106592,0.984198,0.421679,0.525490,0.647059,0.231373
233,0.296274,0.760423,0.552071,0.111760,-0.162159,-0.980415,-0.430389,0.000692,-0.902643,0.041724,0.986717,0.112672,0.897520,0.250016,0.868487,0.213752,0.156351,0.372549,0.427451,0.349020
234,0.952589,0.535853,0.754728,-0.559737,-0.584102,-0.587810,-0.395509,0.000323,-0.918462,3.227508,0.877062,0.590566,0.389187,0.388346,0.932518,0.187673,0.846933,0.917647,0.537255,0.686275
235,0.699343,0.755256,0.134660,0.564208,0.539482,-0.625003,-0.368506,-0.557154,-0.744166,Infinity,0.826808,0.669266,0.693655,0.257835,0.437287,0.123275,0.508516,0.878431,0.513726,0.650980
236,0.547760,0.126913,0.180624,-0.092503,-0.038842,-0.994955,-0.177783,0.026162,-0.983722,0.395013,0.647878,0.543876,0.443493,1.010613,0.287093,0.644051,0.977000,0.552941,0.333333,0.423529
237,0.874389,0.529891,0.565629,0.109915,-0.012753,-0.993859,-0.169405,0.016885,-0.985402,83.593180,0.181517,0.094666,0.088904,0.653753,0.935563,0.797284,0.920474,0.945098,0.650980,0.686275
238,0.204511,0.153981,0.991835,0.314474,-0.139362,-0.938981,-0.601286,-0.050614,-0.797430,6.590994,0.693686,0.580377,0.380809,0.431057,0.652992,0.560341,0.977302,0.423529,0.349020,0.831373
239,0.772733,0.427341,0.099810,-0.055748,-0.364208,-0.929648,-0.126715,0.060595,-0.990087,6.465615,0.232735,0.621361,0.753059,0.215906,0.586162,0.616782,0.454207,0.592157,0.592157,0.337255
240,0.212745,0.755744,0.145975,0.629514,-0.540741,-0.557953,0.477206,-0.334345,-0.812704,1.358602,0.907738,0.858659,0.951785,0.029843,0.686898,0.466460,0.277745,0.356863,0.635294,0.301961
241,0.751717,0.256327,0.531766,0.268850,-0.234031,-0.934317,0.200856,-0.654783,-0.728640,3.679030,0.037095,0.569123,0.138198,0.655962,0.391575,0.281614,0.834782,0.611765,0.415686,0.607843
